地下水埋深,扶沟站径流,练寺雨量站降水量(mm),平均相对湿度%,日照时数h,平均气温℃,平均风速(km/d),小蒸发皿(mm),作物需水量（mm）
2.63,15.52,0,68.08333333,3.656666667,15.62666667,78.624,14.7,8.3
2.64,16.12,0,60.1,5.95,12.575,108,19.4,7.78
2.59,17.53,0,69.2,3.98,9.6,114.048,12.3,5.46
2.565,19.95,0,68.5,4.82,7.9,93.312,14.4,4.86
2.555,15.06,0,68.6,1.57,5.705,127.872,10.7,4.29
2.535,9.769,0,75.1,2.9,4.42,119.232,9.5,3.78
2.545,12.66366667,0,71.7,2.4,3.918333333,157.392,10.1,4.35
2.535,11.98,0,56,5.12,3.775,131.328,11.3,4.61
2.63,12.19,0,78.7,0.53,-1.995,186.624,5.3,2.73
2.705,14.63,0,63.96666667,1.645,-2.931666667,104.832,9.5,3.66
2.665,14.49,0,60.9,5.9,0.14,95.904,10.4,4.84
2.585,12.76,0,50.6,6.88,3.835,124.416,17.9,7.24
2.57,12.5,0,50.475,6.6225,6.38875,164.808,24.5,8.57
2.535,11.97,0,42.8,7.5,10.86,141.696,34.7,14.83
2.46,11.856,0,64.8,6.2,14.17,154.656,35.95,18.08
2.44,17.79333333,0,53.73333333,5.555,12.38416667,137.088,45.25,23.77
2.46,20.34,0,68.3,5.08,15.24,97.632,37.15,24.37
2.52,25.51,0,76.6,2.77,15.455,101.088,27.15,24.51
2.64,29.39,0,59.6,8.94,17.99,99.36,50.7,44.67
2.66,28.73,37.6,72.5,7.33,21.505,130.464,49.25,45.99
2.635,31.82,36.6,64,9.53,20.855,97.632,68.65,51.43
2.67,37.78333333,9.2,62.63333333,6.466666667,24.76916667,59.76,56.5,19.08
2.695,30.94,19.4,63.5,6.77,23.935,88.992,63.2,6.98
2.765,20.77,58.8,76.7,3.73,24.325,105.408,43.2,2.72
3.135,17.799,11,81.4,6.26,26.56,85.536,49.3,21
3.15,22.4,66.5,88.7,2.55,26.575,77.76,58.85,15.69
2.965,43.4,32.8,85.5,3.2,27.04,102.816,36.05,16.56
2.815,40.97333333,87.5,90.31666667,2.636666667,25.83666667,115.632,53.1,20.62
2.775,21.57,5.1,82.3,7.29,28.655,84.672,42.65,52.22
2.695,24.62,112,87.3,3.88,26.185,98.496,32.25,41.47
2.515,19.33333333,39.1,83.81666667,6.323333333,25.70166667,88.848,41.65,23.77
2.395,14.032,125.5,81.8,5.9,23.865,86.4,33.35,19.31
2.235,29.71,38.6,78.3,5.64,23.985,85.536,27.85,18.28
2.065,32.12,10.9,83.3,0.87,18.85,130.464,11.5,3.69
1.965,25.37,0,77.3,2.7,18.655,68.256,22.9,0.82
1.95,15.96,0,66.6,5.52,19.93,64.8,14.05,9.99
1.95,19.65333333,0,78.73333333,2.645,14.48416667,82.656,16.15,6.64
1.985,25.69,0,78.9,3.71,13.79,75.168,15.7,5.94
2.055,36.2,0,68.4,4.47,9.755,93.312,18.2,5.35
2.07,33.71,0,53.5,5.97,8.685,112.32,22.9,6.27
2.095,34.87,0,48.2,5.51,7.42,151.2,24.6,6.71
2.145,28.45,0,69.3,5.09,5.225,126.144,15.6,4.43
2.245,28.27833333,0,49.05,4.498333333,0.48,124.272,17.3,4.76
2.29,26.3,0,58.9,3.47,0.985,103.68,13,3.83
2.33,16.428,0,49.7,4.88,1.415,103.68,15.7,4.71
2.37,18.13166667,0,41.81666667,6.456666667,3.900833333,179.568,28.7,7.8
2.435,8.404,0,78.3,3.24,7.655,121.824,16.7,5.34
2.48,8.907,0,76.3,2.63,8.165,187.488,21.7,6.37
2.49,17.49333333,0,82,1.973333333,4.456666667,127.008,11.7,4.08
2.405,16.5,0,70.6,4.37,7.5,160.704,23.2,9.92
2.425,16.252,0,69.9,4.99,12.435,180.576,41.15,15.88
2.435,20.27233333,0,70.85,4.661666667,10.48833333,182.736,41.95,19.27
2.425,31.7,0,67.2,6.78,13.405,99.36,23.45,26.98
2.435,21.18,0,78.7,4.89,17.675,120.96,39.85,29.47
2.455,24.47,0,66.3,7.43,17.325,77.76,28.35,38.86
2.46,12.284,8.1,65.3,7.44,21.845,124.416,33.8,48.06
2.41,26.68,86.8,77,5.35,19.215,74.304,31.65,38.03
2.335,18.72166667,20.5,71.58333333,5.7,21.59833333,93.456,35.8,20.63
2.35,18.27,9.5,71.2,5.86,25.68,63.936,50.95,7.48
2.47,10.278,31.7,69,5.76,27.845,57.024,38.65,2.87
2.68,10.16,9.6,66.6,7.74,29.215,72.576,49.6,24.58
2.7,18.621,176.2,79.1,4.56,27.815,69.12,33.5,18.92
2.525,27.48,17.3,83,6.69,28.08,72.576,39.6,21.78
2.41,10.77833333,19.8,81.15,4.413333333,27.23916667,101.52,44.95,24.64
2.425,19.735,8.6,85,2.64,26.575,111.456,37.35,36.14
2.495,17.563,26.5,80.5,6.05,28.405,69.12,35.65,51.19
2.52,20.97666667,55.1,83.33333333,4.245,24.75083333,106.272,33.6,20.41
2.49,15.49,6.1,85.1,3.38,22.505,104.544,14.9,16.19
2.425,16.73,24.5,87.3,0.32,20.915,81.216,15.2,10.61
2.33,21.42,52.9,80.6,4.31,21.76,57.888,32.4,5.47
2.315,14.64,0,71.2,3.67,21.235,87.264,15.6,0.7
2.33,13.31,0,52.4,5.59,18.815,95.04,19.25,10.83
2.33,10.85733333,0,58.55,5.543333333,19.7325,74.16,13.7,9.86
2.29,12.328,0,70.3,5.63,12.205,177.984,22.9,7.6
2.24,18.68,0,85.2,2.38,-0.505,120.96,8.9,2.9
2.215,17.962,0,80.6,3.88,5.455,132.192,12.3,4.15
2.195,19.45,0,69.7,2.83,5.955,119.232,13.7,4.43
2.155,19.18,0,74.3,2.84,2.295,118.368,9.2,3.19
2.125,18.91833333,0,55.65,5.455,3.355,138.24,15.3,5.55
2.16,16.07,0,54.1,3.06,-0.575,148.608,16.2,5.79
2.195,16.16,0,57.3,4.9,3.2,146.88,13.7,6.26
2.23,13.82916667,0,46.26666667,4.926666667,4.514166667,117.792,19.8,6.31
2.27,16.77,0,79.9,0.09,3.305,163.296,9.3,9.21
2.305,15.55,0,64.6,4.32,1.87,143.424,14.8,6.55
2.36,15.44333333,0,69.46666667,2.57,10.16666667,173.088,15.4,9.25
2.37,25.77,0,70.6,2.14,2.715,177.984,17.25,10.5
2.355,22.72,0,65.1,5.01,11.825,212.544,52.45,18.66
2.355,19.075,0,64.16666667,4.096666667,12.025,170.352,27.7,24.13
2.335,17.68,0,57.5,7.71,14.55,171.936,28.15,26.77
2.315,17.54,0,74.6,2.93,11.995,147.744,20.85,32.51
2.305,26.5,0,59.7,7.14,15.08,130.464,49.5,37.75
2.29,22.81,116.3,67.8,6.25,21.18,88.992,41.65,47.38
2.255,23.71,18.3,70.9,5.07,19.455,101.088,19.9,45.84
2.175,25.86166667,6.3,70.5,5.631666667,22.8275,80.784,44.85,22.92
2.19,20.25,43.6,68.5,4.66,22.645,109.728,27.3,7.63
2.245,20.09,0,60.6,8.54,27.59,62.208,45.15,5.06
2.505,14.685,0,63.3,6.03,28.87,88.992,24.75,25.98
2.505,20.017,59.7,77.5,1.54,29.58,62.208,29.85,24.76
2.475,17.92,50.5,82,3.76,26.415,58.752,28.5,24.47
2.455,34.06833333,12.9,80.85,6.863333333,29.34166667,83.52,33.1,33.55
2.485,24.61,35.8,79.7,5.47,29.45,76.896,39.45,57.71
2.505,26.05,3.8,77.7,6.62,29.265,57.024,24.3,61.71
2.51,49.55,102.1,83.6,3.89,23.80416667,74.592,31.5,29.55
2.485,54.07,148.1,86,0.23,23.905,88.992,25.9,24.44
2.375,74.77,0,78.9,4.07,25.48,90.72,25.1,23.39
1.965,41.23,20.2,76.7,2.82,18.685,95.904,16.4,7.95
1.945,35.01,0,61,5.85,20.63,56.16,23.05,1.41
2.09,28.84,0,66.2,3.92,17.925,108,19.75,12.46
2.15,34.03333333,0,58.71666667,5.425,14.36416667,121.824,10.3,11.24
2.23,36.12,0,54.5,6.98,14.54,75.168,27.7,8.27
2.285,19.08,0,50.9,7.1,11.63,131.328,30,7.83
2.285,20.75,0,47.5,6.71,10.8,101.088,23.5,6.11
2.315,24.5,0,41.3,5.51,10.15,143.424,26.7,6.32
2.335,20.88,0,49.2,4.11,4.71,154.656,18.2,7.61
2.37,19.56,0,41.6,5.296666667,4.008333333,177.12,24.1,5.93
2.365,19.415,0,38,3.08,-1.25,100.224,13,4.33
2.37,19.17,0,35.6,4.16,0.245,101.952,14.6,4.2
2.385,19.46833333,0,39.93333333,4.788333333,0.885833333,122.688,15,5.41
2.49,7.973,0,44.7,2.52,5.39,110.592,17.9,7.49
2.535,9.461,0,55.9,3.15,3.145,101.952,16.5,6.49
2.59,22.86133333,0,66.8,2.21,6,177.408,15.8,8.44
2.575,34.08,0,56,6.11,7.275,95.904,29.15,10.59
2.525,22.04,0,42.5,5.72,11.94,176.256,37.25,18.3
2.445,21.75166667,0,37.4,8.28,11.18833333,110.016,37.55,21.69
2.485,13.826,0,55.4,5.96,12.805,141.696,27.95,28.12
2.7,9.742,0,43.1,10.04,17.525,122.688,47.05,33.97
2.84,12.147,0,51,7.72,20.65,94.176,70.3,46.11
2.88,20.282,68.7,66.2,5.98,19.845,113.184,41.05,48.67
2.8,31.902,25.9,58.6,7.94,22.595,82.944,41.05,50.54
2.685,13.33166667,6.3,64.3,4.198333333,20.05916667,77.04,32.5,21.83
2.965,12.545,0,51.2,6.05,27.725,74.304,38.9,8.41
3.315,4.809,0,63,3.84,26.345,105.408,30.85,4.79
3.365,7.695,41.8,72,4.72,27.005,76.032,42.65,24.63
3.435,11.993,15.9,70.5,5.46,28.425,66.528,26.35,24.46
3.535,4.615,2.5,71.5,4.31,27.445,79.488,45.2,23.34
3.605,16.65333333,16.2,75.23333333,7.201666667,29.55583333,59.904,35.75,34.92
3.585,33.77,158.4,83.3,2.8,25.71,49.248,40.4,52.58
3.455,15.611,18.7,79.7,4.3,27.48,82.08,32.65,63.95
2.905,25.76,29.8,77.18333333,5.561666667,25.09666667,73.152,42.1,26.73
2.755,20.622,22.3,83.1,1.42,21.985,82.08,19.5,23.81
2.765,55.31,81.1,85.1,0.54,18.425,82.08,13.55,22.83
2.785,50.28,24.9,73.7,3.19,20.12,50.976,18.95,6.01
2.945,41.77,0,69,3.66,19.26,76.032,11.15,1.38
3.09,28.09,0,62.9,3.86,18.63,74.304,20.65,11.43
2.99,30.965,0,74.81666667,3.016666667,14.42,78.048,10.45,10.74
2.88,27.18,0,78.9,1.67,13.52,115.776,15,11.21
2.745,43.14,0,74.6,4.06,11.96,99.36,13.8,8.33
2.725,43.71,0,70.3,1.51,7.325,150.336,15.3,9.05
2.745,47.16,0,73.6,3.69,2.865,132.192,10.2,6.11
2.675,24.53,0,56.9,4.93,2.75,92.448,13.6,4.37
2.53,29.005,0,66.03333333,3.276666667,2.845833333,85.536,9.2,5.94
