地下水埋深,扶沟站径流,练寺雨量站降水量(mm),平均相对湿度%,日照时数h,平均气温℃,平均风速(km/d),小蒸发皿(mm),作物需水量（mm）
3.02,1.9702,34.2,89,1.88,19.28,217.73,8.5,6.52
3.04,10.112,6.8,79.8,6.12,20.47,96.77,7.85,8.54
3.06,14.098,0,78.8,6.5,19.73,124.42,20.3,4.86
3.08,14.9,0,67,7.5,20.76,96.77,16,0
3.09,0.448,0,66.6,6.14,21.38,101.95,25.05,0
3.12,0.314,0,60.6,8.16,17.08,70.85,22.25,1.16
3.15,0.0914,0,68.6,5.76,20.81,69.12,17.7,5.39
3.17,0.042,0,83,2.54,15.49,226.37,9.05,3.63
3.18,2.1818,0,72.6,3.72,10.8,148.61,12.2,3.73
3.19,6.316666667,0,78.67,2.37,9.56,112.32,11.7,3.34
3.2,4.94,0,59.2,7.14,10.66,122.69,18.8,4.19
3.23,0.794,0,64.4,6.5,10.91,133.06,12.8,3.98
3.24,0.964,0,60,4.02,11.52,157.25,15.3,3.89
3.25,3.684,0,72.4,3.44,6.49,177.98,11,2.88
3.27,3.086,0,84.6,4.06,6.32,122.69,5.9,2.19
3.29,4.758,0,62.8,5.92,7.07,131.33,10.9,2.86
3.2,10.044,0,94,0,6.31,177.98,2.5,1.38
3.21,11.38,0,88.4,3.6,1.93,184.9,2.8,1.34
3.23,11.02,0,97,0,1.95,114.05,1.2,1.01
3.25,8.212,0,92.4,0,2.96,235.01,3.1,1.19
3.28,12.8,0,83.4,1.68,-0.58,266.11,5.3,1.27
3.3,2.581666667,0,68.67,6.7,-0.83,116.64,5.8,2.08
2.96,0.2738,0,56.8,5.04,-1.31,134.78,6.8,1.98
3,1.896,0,63.2,6.42,0.75,101.95,5.7,2.06
3.08,0.36,0,54.4,7.52,5.53,210.82,11.1,3.81
3.18,0.224,0,78.2,3.42,3.59,145.15,5.7,2.13
3.17,0.142,0,77.2,4,3.51,188.35,7.6,2.4
3.16,2.855,0,67.67,4.25,1.47,214.56,11,3.14
3.15,2.4784,0,73.2,6.36,3.38,88.13,8.9,2.53
3.14,3.234,0,77.4,3.06,4.44,243.65,7.55,2.73
3.15,5.924,0,77.4,4.62,-0.32,119.23,7.6,2.15
3.16,5.486,0,76.8,5.24,7.41,108.86,10.4,3.41
3.17,6.444,0,88.8,1.52,6.5,165.89,5.4,2.37
3.13,6.643333333,0,78.67,1.47,6.4,213.12,6.5,1.93
3.14,6.81,0,78.6,0.18,3.86,240.19,9.1,3.08
3.16,3.858,0,71.2,6.82,6.63,160.7,15.35,5.78
3.15,9.338,0,83,0.28,6.89,236.74,4.65,3.89
3.17,1.874,0,79.8,4.34,7.05,162.43,12,6.11
3.16,3.39,0,64.2,8.6,11.4,148.61,21.85,10.7
3.18,0.55,0,67.5,6.13,16.82,230.4,37.3,15.83
3.17,0.162,0,68.4,3.5,11.54,228.1,12.85,10.92
3.15,2.65,0,66.2,6.24,14.05,222.91,12.6,14.75
3.12,0,0,71.2,5.54,14.98,193.54,23.2,16
3.11,0.782,0,74.4,4.8,17.16,200.45,16.7,16.54
3.12,1.436,0,86.6,2.16,12.72,115.78,17.75,11.72
3.1,4.246,0,78,8.1,19.68,133.06,26.5,22.11
3.12,12.38,17.5,80.6,4.92,20.63,167.62,21.1,19.05
3.15,14.11,35.9,81,4.34,16.54,145.15,27.6,15.85
3.14,8.002,2.8,85.6,2.96,19.48,133.06,17.75,15.66
3.16,5.306,0,74.6,6.4,21.01,96.77,17.5,21.59
3.18,5.838,0,75.8,6.78,21.13,67.39,24.7,13.44
3.2,8.096666667,0,64.83,8.08,23.97,108,27.3,6.91
3.21,0.094,3.1,73,5.56,23.93,101.95,25.45,4.89
3.22,0,36.5,65.4,5.68,25.97,169.34,19,2.85
3.24,0.0698,0,60,8.68,24.19,122.69,33.85,0
3.2,0,88.6,64.2,6.82,27.49,88.13,40.25,4.34
3.17,5.6828,34.8,85.2,4.88,25.98,67.39,16.5,9.2
3,13.82,174.6,86.4,3.96,24.24,153.79,29.1,8.57
2.93,34.4,15.3,93.6,1.26,23,105.41,19.5,6.19
2.82,18.18,0,84.2,7.28,25.76,55.3,25.6,10.63
2.71,16.12,48.2,91,0.58,22.32,139.97,5.4,5.76
2.5,26.54,39.7,89.6,3.36,25.25,107.14,23.4,7.87
2.3,18.272,12.3,89.6,5.7,27.41,76.03,26,9.81
1.93,13.27833333,2.1,81.67,9.17,31.29,105.12,20.65,22.58
1.9,9.714,0,81,4.38,28.44,122.69,10.8,19.68
1.88,8.02,4.2,87.6,3.82,29.08,70.85,10.75,22.82
1.84,19.88,89.6,94.6,0,20.92,143.42,6.95,11.96
1.8,35.54,1.7,91.8,0.96,22.77,101.95,15.2,14.44
1.7,21.96,56.1,92.4,3.04,27.08,115.78,17.5,8.72
1.45,40.25,195.2,92.5,1.43,21.73,156.96,13.75,7.85
1.38,87.78,46.3,95,0.52,20.19,98.5,6.25,5.35
1.35,73.82,3.6,92.8,1.9,21.23,67.39,16.6,6.22
1.3,44.66,0,83.6,8.54,24.24,72.58,20.15,10.93
1.27,30.48,26.5,87.2,2.74,23.27,158.98,4.25,7.2
1.2,27.48,0,77.6,8.68,22.07,67.39,18.9,5.6
1.08,23.26,9.4,83.8,3.62,21.66,186.62,4.35,0
1.05,33.74,0,96.4,0,13.07,124.42,5.75,0
1.01,53.14,0,89.6,1.94,18.13,82.94,5.65,0.6
0.95,72.18,0,76.2,4.48,12.56,274.75,7.65,4.32
0.9,66.2,0,76.2,6.08,14.59,81.22,8.7,4.41
0.87,37.72,0,64.6,8.46,14.5,91.58,14.1,4.92
0.8,29.4,0,66.5,6.83,18.7,99.36,14,6
0.82,26.7,0,66,5.86,16.5,171.07,16.4,4.85
0.87,39.2,0,89.4,1.16,4.45,304.13,5.8,1.73
0.95,35.28,0,81,5.94,8.57,114.05,8.1,2.65
1.11,28.12,0,82.4,2.68,8.78,200.45,6.5,2.39
1.13,24.16,0,76.4,4.08,6.77,148.61,7.6,2.36
1.15,22.94,0,86.6,1.48,5.62,153.79,4.6,1.78
1.17,17.86,0,92.4,0,3.24,183.17,2.4,1.23
1.19,20.3,0,74,2.58,2.41,133.06,4.8,1.74
1.2,27.08,0,93,0,0.28,131.33,1.9,1.07
1.23,20.94,0,63.4,6.84,3.58,141.7,9.4,2.41
1.28,19.2,0,60.8,7.36,5.84,155.52,10.5,2.86
1.35,18.26666667,0,67.17,2.88,3.62,149.76,6.3,2.61
1.37,20.02,0,65.2,4.24,5.96,126.14,9.2,2.57
1.4,22.02,0,78,0.94,4.07,169.34,5.4,1.85
1.48,18.52,0,74,3.64,2.96,195.26,6.2,2.14
1.56,16.62,0,77.2,2.94,0.15,157.25,4.2,1.66
1.62,15.168,0,52.6,8.14,-0.61,200.45,8.2,2.84
1.75,12.48333333,0,62.5,7.22,3.36,116.64,8.9,3.32
1.77,14.18,0,47,5.86,3.42,188.35,11.8,3.48
1.78,13.18,0,44.2,8.16,5.17,179.71,15.2,4.55
1.81,12.484,0,49,6.9,9.85,177.98,19.3,5.26
1.82,12.854,0,71.4,4.54,11.02,186.62,12.7,4.01
1.85,17.42,0,72.4,5.18,9.68,177.98,13.7,3.96
1.91,18.85,0,57.25,5.35,11.29,207.36,14.8,4.52
1.94,17.06,0,59.2,7.54,7.36,193.54,23.75,6.34
1.96,15.14,0,49.2,8.58,11.04,243.65,25.4,9.53
1.98,12.294,0,73.8,6.36,11.52,217.73,23.65,7.97
2.16,16.32,0,71.8,1.68,9.41,243.65,19.7,7.45
2.19,16.24,0,77.8,4.08,9.88,157.25,10.9,7.59
2.25,17.15,0,64.67,6.5,14.43,145.44,20.1,14.49
2.26,13.292,0,57.2,8.38,13.07,243.65,24.95,16.12
2.28,12.516,0,61.8,6.68,14.63,188.35,19.05,15.83
2.3,10.15,0,72,5.44,19.54,119.23,14.35,16.08
2.47,11.024,0,72,8.42,20.12,146.88,35.9,21.6
2.51,8.8,0,59.4,5.88,19.36,226.37,18.6,22.87
2.55,6.85,0,78.2,5.26,17.91,174.53,30.85,18.16
2.57,8.968,15.4,73.8,6.26,15.96,157.25,19.85,19.01
2.59,11.096,19.4,72.4,7.4,22.02,100.22,24.55,23.6
2.61,16.5,15.3,79.8,5.54,21.07,141.7,19.55,19.83
2.74,8.848,0,56.4,11.1,22.06,235.01,37.1,32.62
2.83,8.53,0,60,8.62,23.79,105.41,13.8,15.23
2.87,9.115,10.1,70.83,5.22,21.44,165.6,18.3,5.76
2.89,8.956,19.3,65.2,2.56,21.4,145.15,16.3,4.03
3.01,6.574,1,69,8.56,23.13,119.23,27.05,0.84
3.02,1.444,8.2,74,3.98,24,100.22,13.65,0
3.03,10.212,5.2,74,8.3,25.35,93.31,30.35,5.44
3.02,12.858,5.1,66.8,9.04,29.4,122.69,39.7,13.75
3.04,9.328,2.5,75.8,7.54,29.66,81.22,24.1,12.05
3.05,3.168,0,70.8,9.68,29.77,100.22,37.25,13.82
3.06,3.036,54.3,71.4,7.9,28.22,101.95,32.65,11.92
3.03,18.308,19.2,85.2,5.8,25.89,96.77,37.2,9.73
2.01,69.24,230.1,92.8,1.64,25.38,93.31,24.1,6.71
1.9,58.32,0,83.2,9.02,28.87,101.95,17.95,12.58
1.95,29.01666667,56.8,85.5,5.68,28.69,152.64,21.65,17.08
1.93,38.26,41.6,88.2,2.08,26.58,126.14,23.05,15.21
1.9,25,7.7,86.6,6.64,29.12,127.87,23.3,28.32
1.85,54.38,90.9,87.4,2.06,24.49,279.94,21.65,18.72
1.75,74.06,26.9,89,4.12,22.36,98.5,30.75,18.64
1.66,61.02,0,83.2,4.48,24.25,114.05,12.5,9.45
1.57,33.71666667,47.6,86.17,4.2,23.96,132.48,15.75,10.61
1.58,33.82,13.1,86.6,3.82,24.24,107.14,4.7,8.48
1.59,26.98,0,75.4,8.32,23.03,98.5,15.7,10.95
1.61,18.42,0,73,6.68,22.03,115.78,17.5,9.83
1.62,21.28,48.6,81.6,4.02,22.55,127.87,7.05,8.17
1.63,37.32,4,78,6.08,19.29,82.94,10.15,5.62
1.67,23.82,20.8,82.4,3.86,21.61,93.31,9.75,0
1.68,28.86,0,73,6.18,15.13,91.58,13.4,0
1.71,23.24,0,77.4,5.54,18.29,39.74,13.5,0.75
1.75,21.06,0,76,5.1,17.22,84.67,6.55,4.71
1.84,20.36,0,86.2,2.96,15.78,36.29,6.2,3.33
1.89,19.02,0,70.6,2.9,14.41,91.58,5.6,3.5
1.9,19.6,0,75.33,4.73,13.93,116.64,7.45,4.41
1.93,18.82,0,61.6,8.12,15.15,93.31,18.9,4.34
1.96,21.38,0,79.4,4.42,15.47,169.34,10.2,3.6
1.97,24.7,0,74,3.14,8.46,126.14,8.4,2.55
1.99,20.54,0,70.2,8.16,10.1,119.23,12.8,3.3
2.07,17.08,0,75.6,3.6,8.26,188.35,8.6,2.57
2.19,18.78,0,71.8,6.98,6.84,171.07,9.6,2.86
2.18,25,0,79.2,3.28,7.57,214.27,7.3,2.23
2.16,20.54,0,59.6,6.72,8,184.9,12.4,3.47
2.15,16.5,0,84.6,0.92,6.64,141.7,3.9,1.7
2.1,17.88,0,78.4,0.8,4.55,214.27,5.9,1.95
2.08,19.1,0,82.6,0,-1.81,115.78,3.3,1.01
2.03,19.7,0,68.67,3.02,-3.31,118.08,5.7,1.65
2.04,17.7,0,68.8,4.32,-1.5,69.12,5,1.41
2.06,17.88,0,67,6.46,0.42,31.1,5.3,1.46
2.08,17.32,0,72.6,4.94,-0.08,39.74,3,1.46
2.11,20.68,0,62.8,6.56,1.61,13.82,4.9,1.62
2.13,17.64,0,71.2,1.76,2.23,55.3,6.2,1.54
2.14,17.45,0,63.33,4.82,1.3,125.28,9.7,2.78
2.16,17.98,0,54.8,4.96,1.27,210.82,8.1,2.97
2.19,18.2,0,81.6,1.34,-2.39,181.44,3.6,1.53
2.27,14.28,0,84,0.78,-0.32,143.42,2.7,1.61
2.38,16.78,0,71,4.74,-0.27,203.9,7.3,2.55
2.45,16.56,0,68.4,3.78,3.98,240.19,10.6,3.53
2.47,16.7,0,57.67,7.8,5.1,141.12,9.1,2.65
2.5,18.4,0,49.8,7.18,5.63,222.91,21.95,6.05
2.53,17.12,0,58,6.9,11.13,181.44,23.45,7.45
2.56,19.66,0,52,6.12,5.26,195.26,15,6.98
2.58,15.82,0,50.8,5.44,9.8,183.17,16,8.97
2.59,18.22,0,67.2,5.34,9.38,184.9,14.7,8.96
2.6,15.86666667,0,64.67,6.33,12.08,142.56,23.45,13.62
2.63,15.88,0,63.2,8.44,15.4,160.7,29.5,15.2
2.65,12.42,0,68.2,5.82,15.54,222.91,24.35,15.64
2.78,12.68,0,59.2,7.94,13.8,143.42,24.2,16.97
2.76,11.38,0,64.2,9.96,19.29,127.87,21.6,22.78
2.79,12.3,0,59.8,8.5,18.32,117.5,25.45,22.05
2.82,6.002,0,74.2,6.7,22.79,133.06,24.35,22.88
2.83,7.644,3,72.8,3.46,19.42,181.44,25.45,17.75
2.85,5.6,0,65.4,10.1,18.74,157.25,27.5,25.73
2.87,5.52,5.6,75.2,3.68,20.06,153.79,14.7,18.39
2.89,18.086,19.1,75.2,4.78,19.7,133.06,17.8,18.92
2.9,9.466,0,63.8,8.74,22.45,79.49,19.4,17.45
2.94,9.656666667,0,66,4.93,24.06,109.44,17.4,5.85
3.15,10.766,1,45.4,7.54,28.02,93.31,13.2,6.27
3.17,4.154,24.8,75.6,2.62,23.55,91.58,21.65,1.34
3.19,3.74,0,60,9.72,27.78,126.14,35.3,0
3.21,2.522,0,58.2,8.62,30.1,103.68,22.65,5.85
3.22,8.954,111.1,62.8,6.74,29.02,114.05,28.6,12.23
3.27,22.32,29.3,74.2,6.86,28.1,136.51,28,11.69
3.26,23.06,2.6,75.6,3.88,28.1,115.78,5.35,9.69
3.2,17.32,41.2,85.8,0.7,23.97,72.58,18.7,6.27
3.28,20.08,14.4,77.2,9.58,27.87,115.78,33.4,12.97
3.15,14.9,64.3,81.2,3.68,28,174.53,15.1,9.26
2.97,31.12,29.2,82.8,3.68,27.91,152.06,30.1,8.93
2.74,51.23333333,20.1,84.83,2.6,28.23,79.2,12.7,13.17
2.75,41.14,2,84.8,5.02,27.16,119.23,21.25,19.59
2.73,25.36,0,82.2,6.02,28.22,153.79,3.9,27.1
2.72,17.58,0,79.4,8.28,30.53,133.06,14.8,31.92
2.71,13.37,6.8,82.4,2.12,23.61,143.42,8.4,18.58
2.7,16.8,59.7,86.2,3.42,20.52,82.94,19.55,7.91
2.7,22.38333333,15.5,85.67,4.78,24.48,86.4,15.2,11.26
2.7,41.04,21.2,78.8,3.56,22.24,174.53,22.4,8.72
2.69,21.86,0,80.2,8.96,24.27,48.38,27.65,11.47
2.68,17.24,4.6,78.8,3.7,24.9,119.23,14.35,8.57
2.68,17.52,20.3,85.8,0.7,24.28,138.24,10.45,6.23
2.66,26.04,30.5,82.4,4.3,18.69,122.69,9.9,4.19
2.65,34.54,18.4,91.4,0,18.81,89.86,1.95,0
2.55,64.94,0,88.6,1.84,16.58,119.23,4.25,0
2.5,55.24,0,78,6.42,17.81,70.85,10.15,1.07
2.48,35.64,0,72.2,4.02,18.12,100.22,7.3,4.61
2.48,24.04,0,74.2,4.62,17.24,100.22,6,4.45
2.45,25.62,0,77,5.34,13.95,89.86,5.85,3.85
2.46,24.05,0,71.17,5.8,14.53,99.36,10.2,4.79
2.48,22.98,0,74.2,4,17.4,58.75,10.3,3.33
2.52,23.58,0,67.2,7.32,15.75,81.22,12.1,3.99
2.57,23.4,0,75.6,3.18,12.05,157.25,7.7,2.77
2.63,21.86,0,73.6,4.28,9.19,76.03,8,2.4
2.75,17.52,0,60.6,5.56,8.9,122.69,10.9,3.17
2.85,19.16,0,51.8,7.36,10.34,138.24,15.2,3.81
2.87,18.64,0,40,5.34,4.74,207.36,14.3,3.62
2.88,23.28,0,56,5.32,1.98,127.87,7,2.21
2.89,19.64,0,56.4,6.78,0.09,108.86,6.7,1.98
2.91,14.82,0,44.8,5.98,1.37,131.33,7,2.5
2.95,15.18,0,36,6.76,4.33,191.81,14.8,3.54
2.98,15.16666667,0,76,1.13,2.84,141.12,6,2.04
2.98,19.98,0,78.8,2.72,1.19,165.89,4.2,1.57
2.97,18.8,0,63.6,6.94,0.7,91.58,5,1.96
2.98,14.78,0,73.6,1.36,2.53,131.33,4.1,1.87
2.96,22.38,0,83.4,0,0.73,233.28,1.9,1.49
2.94,21.18,0,78.2,5.46,-0.86,65.66,5.3,1.74
2.95,20.46666667,0,86.5,2.17,1.16,156.96,3.3,1.92
2.9,18.2,0,80.4,2.16,-0.79,148.61,3.3,1.67
2.85,20.58,0,64.8,6.16,2.04,181.44,9.7,3.03
2.83,17.42,0,77.6,3.26,8.94,146.88,9.3,3.18
2.82,16.56,0,60.8,6.26,5.87,167.62,13.5,3.86
2.85,18.4,0,61.2,5.26,7.48,171.07,14.5,4.08
2.85,22.56666667,0,66,1.4,1.05,233.28,4.8,1.84
2.86,17.5,0,59.2,8.96,9.78,101.95,13.2,5.96
2.87,19.9,0,73.6,4.84,11.44,146.88,17.65,5.81
2.89,19.92,0,42.2,6.3,7.71,233.28,16.65,8.64
2.92,16.38,0,44.8,9.18,12.64,158.98,29.55,11.41
2.93,17.44,0,48.6,7.04,14.6,122.69,19.45,11.42
2.96,18.16666667,0,55.17,9.22,14.23,182.88,38.3,17.55
2.97,17.3,0,64.8,5.16,16.66,177.98,20.65,13.09
2.98,16.76,0,70.8,7.62,17.75,110.59,28.75,15.92
3.04,15.61,0,70,5.34,12.87,141.7,11.95,14.32
3.07,14.878,0,58,9.26,16.89,158.98,23.9,21.14
3.1,14.92,0,75.6,4.32,15.18,82.94,27.2,14.87
3.11,9.274,0,72.6,8,20.85,141.7,31.8,24.06
3.12,9.906,54.8,69,5.12,21.94,158.98,29.2,21.38
3.16,16.54,0,76.2,4.6,20.7,146.88,16.3,19.03
3.17,12.714,24.4,66.2,6.02,17.19,117.5,19.5,20.15
3.19,11.686,0,62.4,10.48,23.15,157.25,27.8,30.41
3.21,13.68,20.2,72.4,5.04,22.22,126.14,25.4,15.67
3.25,11.63833333,0,58.33,9,23.28,113.76,39.35,7.37
3.28,7.806,0,59.4,6.14,24.83,60.48,10.9,5.1
3.35,7.378,0,47.8,9.88,26.06,105.41,32.95,2.27
3.46,4.354,13.6,52.6,8.56,27.46,115.78,30.25,0
3.52,4.56,8.9,55,9.96,30.34,120.96,39.55,5.94
3.58,14.994,31.7,77.6,5.54,25.28,114.05,24.45,9.93
3.65,20.6,60.1,72.4,6.76,28.18,76.03,31.65,11.19
3.65,48.22,146.5,84.6,4,25.94,58.75,19.85,8.68
3.23,69.32,7.8,78.6,3.16,28.58,48.38,25.5,8.55
3.1,28.92,1.8,76.2,8.1,30.74,103.68,26.45,12.9
2.97,22.16,0,83,1.16,28.2,84.67,40.9,7.15
2.83,21.5,3.6,79.8,1.88,26.25,77.76,22.9,7.35
2.85,20.33333333,118.3,82.5,4.98,27.26,102.24,36.65,16.73
2.81,30.94,33,83,5.04,27.01,67.39,34.35,19.16
2.79,27.72,0,79.4,9.34,28.24,70.85,27.75,32.17
2.75,19.64,0,80.4,5.2,29.18,88.13,28.4,25.06
2.71,14.324,0,70,9.46,27.02,84.67,27.05,30.42
2.67,11.888,15.6,75.6,6.26,26.6,103.68,8.05,11.64
2.6,23.8,1.4,84.83,1.62,26.15,77.76,14.7,9.07
2.61,32.42,46.4,85,1.24,22.74,74.3,7.9,6.41
2.6,24.66,4.3,78.8,6.2,18.93,20.74,16.7,8.33
2.63,17.02,0,76.4,6.12,20.27,29.38,13.25,8.39
2.61,15.26,0,75.6,7,23.03,24.19,17.15,9.13
2.6,16.58,0.9,68.8,4.26,22.88,88.13,3.2,5.48
2.62,16.44,17.3,85.8,0,20.09,51.84,6,0
2.63,17.06,0,78.2,7.06,20.77,8.64,8.05,0
2.69,15.54,0,73.8,4.38,22.21,20.74,14.1,1.19
2.7,18.26,0,72,6.24,22.18,53.57,10.2,5.43
2.82,13.724,0,75.2,2.52,20.27,117.5,8.35,4.4
2.87,12.996,0,65,3.24,16.4,131.33,6.95,4.4
2.9,13.01666667,0,69.33,6.85,16.33,77.76,10.65,5.19
2.61,8.688,0,55.6,8.22,17.35,95.04,19.5,4.98
2.65,13.004,0,49,7.78,15.28,110.59,19,4.65
2.69,7.678,0,57.4,5.82,11.42,139.97,12.6,3.85
2.75,9.54,0,78,1.58,10.63,96.77,7.1,2.27
2.77,12.06,0,88.8,0,5.97,245.38,1.7,1.61
2.82,23.8,0,84.6,1.94,5.78,146.88,3.5,1.69
2.82,15.68,0,67.6,4.2,4.05,103.68,6.5,2.09
2.82,15.04,0,82.4,0.76,1.84,183.17,2.6,1.54
2.81,20.64,0,67.8,6.74,6.33,127.87,8.6,2.54
2.83,13.24,0,55.8,7.02,3.74,127.87,9.1,2.56
2.83,19.86,0,82,3.48,5.12,81.22,3.3,1.75
2.84,18.5,0,76.5,1.63,1.63,135.36,4.5,1.9
2.83,15.52,0,77.2,1.76,0.57,155.52,3.6,1.68
2.8,13,0,46.4,7.64,1.83,143.42,7.5,2.82
2.78,12.56,0,62,3.32,1.14,127.87,5.2,1.98
2.77,12.3,0,63.4,4.72,3.4,82.94,5.3,2.22
2.77,12.24,0,71.4,4.58,3.5,107.14,5.6,2.19
2.76,12.41666667,0,42.83,7.8,4.7,168.48,15.1,4.74
2.72,10.572,0,49.4,7.46,6.97,110.59,11.6,3.73
2.71,10.46,0,71.6,3.78,6.36,141.7,8,2.86
2.69,15.42,0,60,4.36,7.71,148.61,10.2,3.65
2.67,12.82,0,80.2,3.26,7.18,131.33,7.1,2.87
2.66,6.188,0,73.4,4.78,10.25,115.78,11.6,3.83
2.68,4.866666667,0,74.67,3.97,9.93,236.16,5.6,2.5
2.68,15.614,0,78.8,2.46,6.56,254.02,10.5,3.67
2.66,25.76,0,55.6,7.96,5.71,131.33,9.45,5.94
2.63,16.18,0,66.4,1.5,7.84,167.62,7.4,5.17
2.62,18,0,65.8,4.32,8.86,120.96,9.9,6.8
2.61,18.66,0,71,6.8,14.22,117.5,20,10.12
2.6,17.45,0,62.83,6.5,17.85,185.76,33.1,16.72
2.62,15.86,0,50.4,7.5,12.21,139.97,20.35,13.43
2.65,16.76,0,56.8,8.12,15.26,127.87,20.95,15.85
2.67,12.166,0,69,7.18,17.19,157.25,24.95,16.82
2.68,18.44,0,65.8,7.98,16.86,141.7,34.4,19.2
2.69,11.76,0,60.8,6.92,18.39,115.78,18.7,19.98
2.7,16.96,0,64.8,5.86,18.98,105.41,17.3,19.83
2.73,12.24,0,64.8,8.54,20.56,115.78,34.15,24.3
2.75,11.752,0,62.6,8.1,21.06,145.15,27.5,25.24
2.82,13,0.6,60.2,7.36,21.42,115.78,27.15,24.3
2.88,10.466,0,46.2,10.34,23.73,119.23,40.35,30.52
3.19,12.432,3,68.8,4.54,25.01,114.05,21.25,13.35
3.2,10.87833333,73.7,64.33,6.15,27.01,108,31.6,6.51
3.23,16.32,0,74.2,4.44,23.11,98.5,29.1,4.46
3.25,9.744,0,59,4.76,27.26,93.31,18.35,2.51
3.36,7.118,0,61,6.36,25.9,69.12,17.7,0
3.47,4.0564,25.5,72.2,3.8,24,158.98,1.9,2.17
3.5,8.458,24.9,79.2,5.66,25.94,55.3,26.4,10.02
3.52,8.882,57.6,79.6,5.6,28.45,69.12,27.65,10.36
3.51,13.628,125.6,79.4,3.76,24.9,82.94,8.6,8.58
3.49,15.98,5.3,86.6,4.42,26.22,41.47,23,8.9
3.47,18.16,145,85.4,2.18,26.08,136.51,21.95,7.74
2.18,30.88,61.3,85.8,4.46,27.38,115.78,7.05,9.26
2.09,34.26,12.8,90.6,0,23.17,25.92,25.15,5.41
2.06,25.35,0,81.83,6.93,28.83,66.24,23.1,19.26
2.08,30.22,26.7,79.6,5.54,28.14,89.86,22.85,21.01
2.15,44.18,32.4,87.4,2.28,28.68,79.49,16.5,20.26
2.11,35.44,0,77,5.38,27.36,86.4,31.25,24.7
2.18,21.5,0,80,3.92,26.64,114.05,26.4,21.81
2.2,12.1,4.1,82.6,3.42,28.72,143.42,29.05,10.05
2.23,15.76833333,33.3,83.17,1.73,24.44,167.04,14.5,9.49
2.24,25.42,0,81.6,4.02,23.02,81.22,17.1,8.49
2.27,19.66,0,70.6,7.04,23.09,60.48,7.6,10.12
2.29,17.6,6.3,79.4,3.72,23.71,38.02,11.05,7.87
2.31,19.08,0,63.6,7.02,23.53,101.95,20.55,10.27
2.32,12.48,0,62,5.62,23.53,105.41,19.35,6.23
2.34,12.78,4.9,83.6,0.16,18.59,157.25,1.45,0
2.33,12.38,0,77.6,1.96,21.18,117.5,1.8,0
2.37,12.22,0,57.2,1.8,18.64,181.44,1.3,0.87
2.41,14.62,0,84.8,1.36,14.32,74.3,5.45,2.97
2.52,14,0,65.8,6.1,15.78,50.11,7.25,4.37
2.61,13.94,0,67,4.08,17.27,70.85,7.5,4.07
2.65,17.1,0,69.17,3.23,13.98,86.4,7.2,4.23
2.65,16.6,0,53.2,6.46,12.42,114.05,11.7,4.27
2.63,15.64,0,67,5.44,12.73,101.95,7.7,3.52
2.6,18.28,0,67,2.92,11.07,103.68,5.2,2.72
2.58,16.78,0,71.4,5.04,8.13,124.42,7.1,2.74
2.57,20.52,0,78.8,4.22,9.22,72.58,6.1,2.23
2.56,19.38,0,58.2,5.42,6.58,114.05,8.3,2.63
2.56,15.16,0,68.4,2.18,5.46,146.88,5.5,2.23
2.55,14.96,0,68.8,0.96,5.95,108.86,5.2,2.05
2.54,9.172,0,70.4,4.62,4.22,139.97,6.1,2.12
2.53,10.366,0,79.8,1.18,4.62,98.5,3.4,1.66
2.54,13.034,0,83.4,0,3.62,160.7,3.1,1.5
2.55,12.29333333,0,60,4.8,4.22,154.08,7,2.85
2.5,12.2,0,44,6.02,3.35,100.22,6,2.48
2.57,11.76,0,68,4.22,4.2,162.43,5.3,2.13
2.59,11.7,0,78.4,0.44,-2.22,164.16,2.5,1.31
2.67,12.68,0,79,0.62,-1.77,209.09,2.8,1.42
2.71,14.66,0,61.6,1.14,-3.38,126.14,4.9,1.64
2.7,14.6,0,66.33,2.15,-2.48,83.52,4.6,2.01
2.7,15.5,0,66.6,4.7,-0.06,101.95,4.3,2.21
2.63,13.48,0,55.2,7.1,0.34,89.86,6.1,2.63
2.6,12.18,0,48,7.38,1.99,100.22,7.1,3.18
2.57,13.34,0,53.2,6.38,5.68,148.61,10.8,4.05
2.56,12.3,0,59.2,4.52,5.44,193.54,12.4,4.09
2.58,12.7,0,41.75,8.73,7.34,136.08,12.1,4.49
2.56,12.28,0,30.4,8.46,10.31,160.7,19.85,7.72
2.51,11.66,0,55.2,6.54,11.41,122.69,14.85,7.11
2.47,11.432,0,69,6.64,14.45,158.98,20.05,8.56
2.45,12.28,0,60.6,5.76,13.89,150.34,15.9,9.52
2.45,17.52,0,44.8,7.56,13.16,133.06,23.2,11.98
2.43,18.06666667,0,62.67,3.55,11.61,141.12,22.05,11.79
2.45,19.26,0,57.4,6.7,14.36,67.39,14.1,12.72
2.47,21.42,0,79.2,3.46,16.12,127.87,23.05,11.65
2.51,28.78,0,77,0.96,14.56,96.77,13.8,10.04
2.53,22.24,0,76.2,4.58,16.35,105.41,13.35,14.47
2.62,34.32,0,60.4,8.38,16.55,107.14,23.95,20.47
2.66,24.46,0,58.8,9.5,19.43,91.58,26.75,24.21
2.67,24.86,8.5,71.4,8.28,22.19,101.95,26.15,24
2.65,32.6,29.1,73.6,6.38,20.82,158.98,23.1,21.99
2.63,32.3,0,61.6,10,18.6,96.77,30.6,24.93
2.64,31.34,36.6,66.4,9.06,23.11,98.5,38.05,26.5
